Id,SalePrice
2179,341000
2180,150900
2181,204000
2182,213000
2183,187100
2184,144000
2185,176000
2186,148000
2187,181000
2188,149500
2189,280000
2190,90000
2191,92900
2192,137000
2193,144900
2194,129000
2195,115000
2196,89000
2197,115000
2198,140000
2199,127500
2200,131000
2201,135000
2202,266500
2203,140000
2204,175000
2205,132000
2206,132500
2207,127500
2208,315000
2209,223000
2210,113000
2211,79900
2212,144900
2213,132500
2214,172000
2215,156000
2216,172500
2217,118500
2218,171000
2219,130000
2220,117000
2221,277500
2222,275000
2223,250580
2224,341000
2225,150900
2226,176000
2227,236500
2228,220000
2229,214900
2230,222000
2231,214900
2232,175000
2233,175000
2234,139000
2235,318000
2236,260400
2237,147000
2238,188000
2239,145000
2240,165000
2241,132500
2242,140000
2243,129900
2244,133900
2245,94500
2246,139950
2247,119500
2248,97000
2249,107900
2250,160000
2251,280000
2252,165000
2253,185000
2254,169000
2255,188000
2256,175900
2257,181000
2258,149350
2259,281000
2260,126000
2261,170000
2262,180000
2263,303477
2264,302000
2265,145000
2266,318061
2267,307000
2268,335000
2269,159950
2270,161000
2271,152000
2272,179900
2273,175000
2274,139000
2275,161500
2276,175500
2277,169500
2278,128000
2279,155000
2280,97000
2281,171750
2282,178740
2283,106000
2284,109000
2285,143750
2286,169900
2287,141000
2288,306000
2289,262000
2290,350000
2291,176000
2292,377500
2293,360000
2294,262280
2295,174000
2296,213000
2297,206900
2298,277500
2299,262280
2300,137450
2301,137450
2302,187100
2303,204000
2304,141000
2305,107000
2306,196000
2307,171750
2308,209500
2309,137450
2310,171750
2311,185850
2312,162000
2313,154000
2314,152000
2315,213000
2316,175900
2317,173000
2318,176000
2319,195000
2320,210000
2321,137450
2322,213000
2323,184900
2324,194500
2325,232600
2326,228000
2327,219210
2328,190000
2329,175000
2330,188000
2331,213000
2332,239500
2333,213000
2334,210000
2335,132500
2336,303477
2337,145000
2338,244600
2339,214000
2340,174000
2341,232000
2342,185000
2343,192000
2344,190000
2345,175900
2346,192000
2347,184900
2348,210000
2349,175900
2350,190000
2351,264132
2352,192000
2353,215000
2354,141000
2355,179000
2356,120000
2357,132000
2358,173000
2359,341000
2360,137000
2361,110000
2362,268000
2363,159000
2364,138500
2365,189000
2366,170000
2367,255000
2368,137450
2369,213500
2370,174000
2371,177500
2372,214000
2373,164000
2374,238000
2375,197000
2376,215000
2377,217000
2378,154000
2379,190000
2380,153500
2381,152000
2382,124500
2383,216837
2384,228500
2385,157000
2386,153500
2387,144900
2388,87500
2389,143500
2390,143500
2391,124500
2392,119000
2393,250000
2394,179200
2395,242000
2396,140000
2397,176500
2398,134800
2399,68400
2400,113000
2401,127000
2402,124500
2403,100000
2404,175000
2405,137500
2406,109000
2407,143000
2408,134800
2409,143500
2410,159000
2411,143250
2412,144000
2413,119500
2414,178400
2415,100000
2416,139950
2417,156000
2418,129000
2419,108500
2420,114500
2421,108000
2422,155000
2423,73000
2424,162000
2425,189000
2426,160000
2427,117000
2428,139000
2429,103200
2430,141000
2431,93000
2432,124500
2433,139900
2434,126500
2435,115000
2436,132500
2437,109500
2438,148000
2439,110500
2440,128500
2441,129000
2442,159950
2443,131000
2444,110000
2445,125500
2446,105000
2447,177000
2448,140000
2449,171000
2450,105900
2451,149500
2452,168000
2453,156000
2454,175000
2455,168000
2456,140200
2457,135000
2458,171000
2459,89000
2460,131000
2461,109500
2462,154900
2463,132500
2464,205000
2465,131000
2466,154000
2467,130000
2468,87000
2469,68400
2470,179000
2471,158500
2472,104000
2473,125000
2474,91500
2475,139500
2476,120000
2477,135000
2478,175000
2479,132000
2480,218000
2481,132000
2482,143000
2483,87000
2484,135000
2485,149900
2486,157000
2487,129000
2488,290000
2489,135000
2490,135000
2491,93000
2492,179900
2493,176000
2494,134432
2495,98000
2496,169000
2497,176000
2498,132000
2499,93000
2500,80000
2501,139950
2502,149500
2503,141500
2504,262280
2505,213000
2506,213000
2507,221500
2508,216837
2509,191000
2510,132000
2511,176485
2512,213500
2513,215000
2514,190000
2515,211000
2516,165600
2517,176000
2518,152000
2519,250000
2520,225000
2521,185900
2522,252000
2523,128500
2524,127500
2525,143000
2526,132500
2527,112500
2528,160000
2529,132500
2530,129000
2531,139000
2532,210000
2533,201000
2534,203000
2535,228500
2536,161500
2537,181900
2538,175900
2539,185500
2540,176432
2541,191000
2542,175900
2543,123000
2544,148000
2545,149500
2546,148000
2547,148000
2548,142953
2549,176000
2550,430000
2551,170000
2552,105900
2553,93500
2554,142600
2555,120000
2556,132500
2557,80500
2558,107500
2559,128000
2560,145000
2561,189950
2562,116900
2563,159000
2564,259500
2565,114500
2566,228500
2567,131500
2568,215000
2569,175000
2570,207500
2571,173000
2572,205000
2573,157500
2574,217000
2575,129900
2576,130500
2577,167500
2578,110500
2579,115000
2580,106250
2581,89000
2582,144000
2583,189000
2584,115000
2585,192000
2586,213000
2587,176000
2588,259000
2589,171000
2590,236500
2591,207500
2592,141000
2593,137450
2594,173000
2595,220000
2596,137450
2597,134000
2598,210000
2599,232000
2600,160000
2601,132500
2602,83500
2603,140000
2604,75500
2605,138000
2606,115000
2607,147500
2608,256000
2609,116900
2610,110000
2611,135000
2612,122000
2613,132000
2614,127000
2615,155000
2616,163000
2617,158000
2618,280000
2619,271900
2620,172500
2621,174000
2622,188000
2623,268000
2624,173000
2625,173000
2626,233170
2627,251000
2628,350000
2629,359100
2630,625000
2631,269790
2632,204000
2633,275000
2634,260000
2635,118500
2636,179900
2637,119500
2638,140200
2639,137450
2640,128950
2641,132000
2642,167240
2643,107000
2644,125000
2645,125000
2646,100000
2647,138887
2648,127500
2649,150000
2650,143750
2651,169900
2652,350000
2653,137450
2654,214000
2655,82500
2656,194500
2657,446261
2658,144000
2659,228500
2660,350000
2661,174000
2662,236500
2663,194500
2664,277500
2665,236500
2666,319900
2667,178900
2668,184000
2669,173000
2670,255000
2671,195000
2672,190000
2673,99500
2674,192500
2675,153900
2676,190000
2677,175000
2678,227875
2679,262280
2680,194500
2681,213000
2682,262280
2683,189000
2684,190000
2685,267000
2686,184000
2687,320000
2688,214000
2689,245000
2690,244000
2691,233000
2692,132500
2693,179000
2694,120000
2695,141000
2696,137450
2697,173000
2698,165400
2699,179200
2700,153900
2701,173000
2702,158000
2703,112000
2704,144900
2705,140200
2706,109500
2707,158000
2708,169900
2709,128500
2710,139000
2711,210000
2712,325000
2713,170000
2714,173000
2715,175500
2716,148800
2717,225000
2718,141000
2719,173000
2720,157000
2721,143250
2722,138000
2723,134450
2724,109500
2725,120500
2726,124500
2727,146500
2728,162000
2729,169900
2730,136000
2731,151000
2732,163000
2733,134450
2734,165000
2735,126500
2736,175000
2737,139950
2738,188000
2739,197000
2740,143250
2741,132500
2742,149000
2743,120000
2744,108000
2745,134500
2746,130500
2747,163000
2748,139950
2749,143500
2750,217500
2751,155000
2752,157500
2753,139900
2754,151400
2755,139950
2756,130000
2757,98600
2758,105900
2759,403000
2760,133700
2761,175500
2762,110000
2763,180000
2764,232000
2765,215000
2766,165150
2767,92900
2768,142600
2769,98600
2770,132500
2771,149700
2772,143750
2773,187000
2774,132500
2775,101000
2776,173000
2777,105900
2778,134900
2779,122500
2780,135000
2781,156000
2782,115000
2783,68400
2784,81000
2785,124500
2786,37900
2787,98000
2788,108500
2789,178000
2790,122500
2791,169900
2792,82000
2793,188700
2794,87000
2795,130000
2796,156000
2797,250000
2798,52500
2799,110000
2800,125000
2801,123000
2802,132500
2803,142600
2804,109900
2805,132500
2806,108500
2807,180500
2808,175500
2809,132500
2810,112000
2811,169900
2812,158000
2813,119000
2814,135000
2815,134432
2816,159000
2817,131400
2818,153500
2819,177500
2820,145000
2821,165150
2822,181000
2823,240000
2824,175000
2825,105900
2826,144900
2827,132500
2828,277000
2829,145000
2830,192000
2831,177500
2832,165500
2833,261500
2834,337000
2835,250000
2836,213500
2837,62383
2838,145000
2839,213000
2840,179000
2841,130500
2842,194500
2843,128500
2844,207500
2845,84900
2846,137450
2847,181000
2848,119000
2849,208500
2850,210000
2851,231500
2852,228000
2853,222500
2854,144000
2855,192000
2856,281213
2857,210000
2858,119000
2859,130500
2860,127500
2861,127000
2862,188500
2863,155000
2864,255900
2865,145000
2866,137500
2867,127500
2868,79000
2869,144000
2870,150000
2871,132500
2872,67000
2873,112000
2874,132500
2875,125000
2876,162000
2877,110000
2878,220000
2879,113000
2880,110000
2881,165150
2882,156000
2883,131000
2884,158500
2885,117500
2886,205000
2887,155000
2888,104900
2889,135000
2890,135000
2891,168000
2892,123000
2893,90000
2894,118500
2895,275000
2896,275000
2897,175000
2898,171000
2899,262000
2900,197000
2901,280000
2902,213000
2903,377426
2904,137450
2905,134432
2906,150900
2907,115000
2908,144900
2909,188000
2910,84500
2911,83500
2912,82500
2913,145000
2914,83500
2915,83500
2916,83500
2917,154000
2918,139000
2919,259500
